PlanetaryMassJpt,RadiusJpt,PeriodDays,SemiMajorAxisAU,Eccentricity,SurfaceTempK,HostStarMassSlrMass,HostStarRadiusSlrRad,HostStarMetallicity,HostStarTempK,PlanetDensity,HostStarLuminosity
0.020761624,,9.6184,0.0799,0.06,617.1,0.77,,-0.31,4977.0,0.7459852430555557,1058782497621550.0
0.029884156,,20.432,0.1321,0.07,479.9,0.77,,-0.31,4977.0,0.7459852430555557,1058782497621550.0
0.0110099,,34.62,0.1886,0.15,401.2,0.77,,-0.31,4977.0,0.7459852430555557,1058782497621550.0
0.01635764,,51.76,0.247,0.02,351.1,0.77,,-0.31,4977.0,0.7459852430555557,1058782497621550.0
0.02233447,,197.8,0.6,0.29,224.0,0.77,,-0.31,4977.0,0.7459852430555557,1058782497621550.0
0.04,,5.8872,0.0638,0.3,1045.8,,,,5940.0,0.7459852430555557,1058782497621550.0
5.5,,,,,,,,,,0.7459852430555557,1058782497621550.0
4.21,,1627.5,2.708,0.37,200.7,1.19,1.33,0.31,6058.0,0.7459852430555557,2382431145218153.0
0.36,,223.6,0.721,0.24,388.0,1.19,1.33,0.31,6058.0,0.7459852430555557,2382431145218153.0
1.85,,,0.87,,,0.022,,,,0.7459852430555557,1058782497621550.0
,0.13,1.79111021,,,,1.03,1.03,0.03,5857.0,0.7459852430555557,1248462050164291.2
,0.188,56.6449279,,,,1.47,2.15,0.12,6228.0,0.7459852430555557,6954586856120223.0
0.427,1.66,4.569673,0.0589,0.3,,1.303,1.74,0.24,5896.0,0.0933476976566448,3658713441934064.0
,0.137,11.47685909,,,,0.96,0.94,-0.05,5715.0,0.7459852430555557,942585264507152.0
2.69,1.21,3.310651,0.0469,0.0,,1.25,1.37,0.29,5900.0,1.5184348718446614,2274307486090000.5
,0.235,4.22162536,,,,1.01,1.0,0.0,5835.0,0.7459852430555557,1159213530200625.0
,0.9,282.5255,0.828,0.41,281.0,0.94,1.0,-0.08,5629.0,0.7459852430555557,1003979845580881.0
,0.1,2.76122421,,,,1.2,1.29,0.14,6132.0,0.7459852430555557,2352816219190102.0
,0.567,296.637865,,,,1.0,1.2,0.01,5770.0,0.7459852430555557,1596120754190400.0
,0.11209,10.349695,0.089,0.08,,0.864,1.12,,6004.0,0.7459852430555557,1630041943533479.8
,0.11118,15.677563,0.117,0.03,,0.864,1.12,,6004.0,0.7459852430555557,1630041943533479.8
,0.09295,5.599308,0.059,0.02,,0.864,1.12,,6004.0,0.7459852430555557,1630041943533479.8
,0.08293,25.209715,0.16,0.38,,0.864,1.12,,6004.0,0.7459852430555557,1630041943533479.8
,0.078,0.6381632,,,,0.84,0.8,-0.02,5196.0,0.7459852430555557,466505258565796.0
,0.145,8.50340718,,,,1.02,1.15,-0.05,5899.0,0.7459852430555557,1601434813526140.0
,0.079,6.10960324,,,,1.02,1.02,0.07,5789.0,0.7459852430555557,1168461861951968.8
,0.217,27.6655226,,,,1.05,1.06,0.04,5901.0,0.7459852430555557,1362429972039214.2
2.96,1.166,8.886593,0.0855,,929.2,1.05,1.025,-0.2,6090.0,1.8672224476150368,1445163224166506.2
3.09,,456.1,1.25,0.08,259.0,1.25,,0.03,6304.0,0.7459852430555557,1058782497621550.0
0.613,1.26,4.2986432,0.05163,0.088,,0.994,1.107,0.02,5715.0,0.3064423888308997,1307254605935972.5
,0.211,25.2034787,,,,0.86,0.83,-0.16,5438.0,0.7459852430555557,602438887363315.4
6.13,,3.3124568,0.049,0.011,2000.0,1.39,1.42,0.26,6399.0,0.7459852430555557,3380843981092446.0
2.5,1.2,3.3,,,,,,,5700.0,1.4467592592592595,1058782497621550.0
,0.127,1.52372816,,,,0.56,0.54,-0.17,3959.0,0.7459852430555557,71635702907774.31
1.25,,16.2,0.116,0.25,2011.0,0.8,6.7,-2.09,6025.0,0.7459852430555557,5.915314100128516e+16
0.47,,43.6,0.23,0.38,472.4,0.83,,0.29,5312.0,0.7459852430555557,1058782497621550.0
2.6,,,5.1,,,0.63,,,5700.0,0.7459852430555557,1058782497621550.0
,0.12303,2.508553,,,,0.97,0.9,,5815.0,0.7459852430555557,926155468004006.2
,0.15948,13.751243,,,,0.97,0.9,,5815.0,0.7459852430555557,926155468004006.2
,0.12303,5.419026,,,,0.97,0.9,,5815.0,0.7459852430555557,926155468004006.2
0.21,,48.056,0.269,0.05,537.4,1.12,,0.314,5797.0,0.7459852430555557,1058782497621550.0
,0.18408,20.729042,,,,0.773,0.806,,5208.0,0.7459852430555557,477918658101097.5
,0.10662,1.6329,,,,0.773,0.806,,5208.0,0.7459852430555557,477918658101097.5
13.65,,528.07,1.167,0.8191,167.0,0.75,,-0.37,5027.0,0.7459852430555557,1058782497621550.0
,0.25,6.36584161,,,,0.97,0.95,0.0,5700.0,0.7459852430555557,952679090250000.0
,0.14672,3.25427,,,,1.207,1.288,,6077.0,0.7459852430555557,2262500435312090.5
,0.16403,91.353282,,,,1.207,1.288,,6077.0,0.7459852430555557,2262500435312090.5
,0.216,3.68992629,,,,1.08,1.11,0.13,5890.0,0.7459852430555557,1482883854749361.2
,0.172,4.14787559,,,,1.3,1.48,0.05,6386.0,0.7459852430555557,3642831535960816.0
,0.267923,15.7259,0.1171,,,0.865,0.778,0.012,5331.0,0.7459852430555557,488870604387867.1
0.015963,0.155832,7.81254,0.077,,,1.24,1.58,0.03,6225.0,4.218369127286892,3748621545350157.0
0.026041,0.1977527,9.37647,0.087,,,1.24,1.58,0.03,6225.0,3.367366539358758,3748621545350157.0
3.1,,431.8,1.31,0.101,412.3,1.61,4.5,0.09,5049.0,0.7459852430555557,1.315971580208222e+16
0.61,,297.3,1.03,0.33,428.3,1.65,3.85,-0.07,5060.0,0.7459852430555557,9716805875299602.0
0.005222,,,0.702,,,0.1127,,,,0.7459852430555557,1058782497621550.0
3.88,,479.1,1.19,0.38,,0.98,22.03,-0.46,4200.0,0.7459852430555557,1.5101711032464003e+17
,0.082,1.57409027,,,,0.62,0.6,-0.06,4106.0,0.7459852430555557,102324181861330.56
0.502,,439.3,1.105,0.09,231.3,0.93,,0.315,5272.0,0.7459852430555557,1058782497621550.0
,0.397,16.08066115,,,,0.85,0.8,-0.02,5203.0,0.7459852430555557,469024228301876.0
0.0166,,11.577,0.0933,0.18,842.3,,,,5940.0,0.7459852430555557,1058782497621550.0
0.0358,,27.582,0.1665,0.16,630.8,,,,5940.0,0.7459852430555557,1058782497621550.0
0.03,,106.72,0.411,0.43,397.3,,,,5940.0,0.7459852430555557,1058782497621550.0
,0.094,5.30880656,,,,0.98,0.97,0.07,5659.0,0.7459852430555557,964944298269153.6
0.92,,1695.0,2.84,0.15,154.0,1.06,1.02,0.05,5940.0,0.7459852430555557,1295227699089984.0
,0.251,11.94014029,,,,0.8,0.76,0.01,4967.0,0.7459852430555557,351563536500764.0
0.0132,,5.974,0.057,0.11,,0.681,0.5,-0.3,3717.0,0.7459852430555557,47721078813980.25
0.0056,,1.22003,0.0197,0.19,,0.681,0.5,-0.3,3717.0,0.7459852430555557,47721078813980.25
0.033,,257.8,0.698,0.32,,0.681,0.5,-0.3,3717.0,0.7459852430555557,47721078813980.25
0.042,,9.6737,0.0809,0.0,584.9,0.756,,0.02,4908.0,0.7459852430555557,1058782497621550.0
,0.856,11.72012266,,,,0.94,0.91,0.07,5527.0,0.7459852430555557,772752898938267.0
1.03,0.89,3.3118644,0.044,,1143.0,1.01,0.94,0.44,5460.0,1.4610571528677143,785283148593216.0
6.97,,223.3,0.73,0.3185,,1.01,0.94,0.44,5460.0,0.7459852430555557,785283148593216.0
,0.414,150.242127,,,,0.92,0.91,-0.02,5541.0,0.7459852430555557,780612291308725.0
,0.18226,23.968127,,,,0.549,0.51,,3750.0,0.7459852430555557,51435791015625.0
,0.14307,8.295611,,,,0.549,0.51,,3750.0,0.7459852430555557,51435791015625.0
,0.189,6.1469851,,,,1.15,1.22,0.01,6162.0,0.7459852430555557,2145884966748036.8
,0.17588,19.271566,,,,0.58,0.49,,3767.0,0.7459852430555557,48347568887035.39
,0.15766,10.065275,,,,0.58,0.49,,3767.0,0.7459852430555557,48347568887035.39
,1.477,2.0523499,,,,1.18,1.3,0.06,6191.0,0.7459852430555557,2482732450246840.5
21.0,,,,,2478.0,0.051,,,2838.0,0.7459852430555557,1058782497621550.0
7.6,1.09,1.51214,0.027,0.0,1781.4,1.13,1.21,0.05,6035.0,5.868594448464087,1942136893615964.8
,0.539,3.57320367,,,,1.09,1.11,0.24,5834.0,0.7459852430555557,1427288138893518.8
,0.10662,7.626324,,,,,0.72,,4955.0,0.7459852430555557,312492521341764.0
,0.09933,15.995622,,,,,0.72,,4955.0,0.7459852430555557,312492521341764.0
,0.10753,34.21154,,,,,0.72,,4955.0,0.7459852430555557,312492521341764.0
13.2,,394.3,0.11,0.394,,1.08,,-0.32,5951.0,0.7459852430555557,1058782497621550.0
,0.227,8.39846269,,,,1.16,1.23,0.05,6159.0,0.7459852430555557,2176962957253223.2
1.07,1.27,2.484193,0.0375,0.0,1710.0,1.14,1.26,0.07,6100.0,0.5223632494509083,2198165717160000.0
1.61,,1173.0,2.306,0.123,,1.19,,0.29,5620.0,0.7459852430555557,1058782497621550.0
0.033344,,8.63182,0.0607,0.073,,0.4,,,,0.7459852430555557,1058782497621550.0
0.021391,,25.63058,0.1254,0.099,302.0,0.4,,,,0.7459852430555557,1058782497621550.0
0.092484,,,1.0304,0.373,,0.4,,,,0.7459852430555557,1058782497621550.0
,0.19684,3.546511,,,,1.01,1.016,,6002.0,0.7459852430555557,1339588406435393.8
,0.17132,5.700786,,,,1.01,1.016,,6002.0,0.7459852430555557,1339588406435393.8
,0.133,5.8706191,,,,0.65,0.62,-0.06,4223.0,0.7459852430555557,122255302533467.52
0.91,1.443,3.329441,0.04613,,1642.0,1.181,1.481,0.047,6003.0,0.3028603354500977,2848285313027260.0
,0.200487,12.8159,0.11,0.02,,1.08,1.49,0.02,5825.0,0.7459852430555557,2555972963348476.5
0.0231,0.120292,6.88705,0.0727,0.13,,1.08,1.49,0.02,5825.0,13.270941753385609,2555972963348476.5
,0.14672,35.3331,0.216,,,1.08,1.49,0.02,5825.0,0.7459852430555557,2555972963348476.5
0.019975,0.130316,2.42629,,,,1.07,1.07,0.18,5538.0,9.02596333443093,1076909879103634.0
0.008525,0.077461,4.62332,,,,1.07,1.07,0.18,5538.0,18.34193245241432,1076909879103634.0
,0.36179,12.33336,,,,1.02,1.289,,5897.0,0.7459852430555557,2009233200519489.5
,0.31258,8.145207,,,,1.02,1.289,,5897.0,0.7459852430555557,2009233200519489.5
,0.25334,18.998355,,,,1.02,1.289,,5897.0,0.7459852430555557,2009233200519489.5
,0.15219,4.244384,,,,1.02,1.289,,5897.0,0.7459852430555557,2009233200519489.5
,0.205,5.34264507,,,,0.92,0.88,-0.01,5508.0,0.7459852430555557,712756309756413.5
,0.087,5.57654784,,,,1.18,1.28,0.0,6241.0,0.7459852430555557,2485631074150909.0
,0.159,60.866168,,,,0.63,0.6,0.01,4092.0,0.7459852430555557,100935746873026.56
1.26,,456.46,1.19,0.15,,1.09,1.1,0.29,,0.7459852430555557,1058782497621550.0
,0.247,16.73652231,,,,0.7,0.67,-0.08,4511.0,0.7459852430555557,185883531064668.56
0.636,1.653,3.6936411,0.04987,0.067,1759.0,1.15,1.4,-0.27,6100.0,0.1408116394454819,2713784835999999.5
,0.277,1.8270823,,,,0.92,0.89,0.0,5524.0,0.7459852430555557,737555477914988.6
3.5,,1129.0,2.0,0.85,,0.843,0.79,0.04,5122.0,0.7459852430555557,429548769333765.94
,0.137,2.80624233,,,,0.65,0.61,-0.16,4315.0,0.7459852430555557,128997968285392.56
,0.214,8.28212,0.0802,,1003.0,1.01,1.01,0.03,5800.0,0.7459852430555557,1154395756960000.0
,0.3,84.703921,,,,1.19,1.28,0.04,6200.0,0.7459852430555557,2420954890240000.0
,0.21416,2.940309,,,,0.85,1.085,,5526.0,0.7459852430555557,1097748869919558.8
,0.26063,6.388996,,,,0.85,1.085,,5526.0,0.7459852430555557,1097748869919558.8
,0.20504,14.627119,,,,0.85,1.085,,5526.0,0.7459852430555557,1097748869919558.8
,0.25152,35.118736,,,,0.85,1.085,,5526.0,0.7459852430555557,1097748869919558.8
2.8,,,1.8,,,0.33,,,,0.7459852430555557,1058782497621550.0
,0.439,11.12830484,,,,0.54,0.53,-0.45,4094.0,0.7459852430555557,78912007618367.89
,0.214,2.22649109,,,,0.54,0.53,-0.45,4094.0,0.7459852430555557,78912007618367.89
,0.2497,31.805174,,,,1.166,1.455,,5852.0,0.7459852430555557,2482808688173886.0
,0.09933,16.257582,,,,1.166,1.455,,5852.0,0.7459852430555557,2482808688173886.0
,0.158,3.78858982,,,,1.11,1.16,0.08,6012.0,0.7459852430555557,1757890690175025.5
,0.149,10.35863224,,,,0.98,0.96,0.06,5663.0,0.7459852430555557,947826206987453.2
0.22,,3.416,0.047,0.133,1550.6,1.2,1.93,0.34,5494.0,0.7459852430555557,3393667101350702.5
2.101,1.31,1.43037,0.02448,0.0,1516.6,0.956,0.917,-0.37,5620.0,0.9345707091038574,838849275195867.1
,0.172,11.79162572,,,,0.94,0.93,-0.09,5665.0,0.7459852430555557,890769942124245.6
5.9,,778.1,2.01,0.211,376.0,1.95,6.3,0.3,4830.0,0.7459852430555557,2.16007893600849e+16
6.47,,628.96,1.46,0.1,,1.13,45.1,-0.27,4055.0,0.7459852430555557,5.499415304510828e+17
,0.117,4.36128348,,,,1.0,1.0,0.04,5772.0,0.7459852430555557,1109954789888256.0
1.068,,5.0505,0.057,0.024,,0.95,1.0,0.23,5519.0,0.7459852430555557,927772672528321.0
,0.16495,13.121632,,,,1.13,1.335,,6133.0,0.7459852430555557,2521473395196343.0
,0.14307,4.612696,,,,1.13,1.335,,6133.0,0.7459852430555557,2521473395196343.0
,0.24332,10.640263,,,,1.0,1.287,,6105.0,0.7459852430555557,2300910717049214.0
,0.12849,4.938864,,,,1.0,1.287,,6105.0,0.7459852430555557,2300910717049214.0
,0.115,4.48487493,,,,1.05,1.07,0.04,5902.0,0.7459852430555557,1389198724938231.5
,0.203,96.16987,,,,0.77,0.74,-0.19,5069.0,0.7459852430555557,361536878783083.4
,0.133,3.9466141,,,,0.79,0.76,-0.17,5121.0,0.7459852430555557,397233885126361.7
1.696,1.136,3.577471,0.04339,0.0,1213.5,0.849,0.977,-0.4,5800.0,1.1568867679395158,1080192361038400.0
,0.621,58.3620495,,,,0.96,0.94,0.02,5646.0,0.7459852430555557,897881870111503.1
,0.239,5.35016198,,,,0.96,0.94,0.02,5646.0,0.7459852430555557,897881870111503.1
0.44,1.62,4.885525,0.06246,0.1,1486.8,1.32,1.96,0.1,6027.0,0.1034922032737406,5068937175285091.0
5.01,,482.0,1.28,0.11,,1.2,20.0,-0.18,4218.0,0.7459852430555557,1.266153304970304e+17
2.2,1.2,4.627657,0.0594,0.095,1445.9,1.386,1.468,0.11,6600.0,1.2731481481481484,4089101147366400.0
,0.148,31.7785901,,,,1.02,1.01,0.03,5828.0,0.7459852430555557,1176849480479923.2
,0.089,5.32786292,,,,1.02,1.01,0.03,5828.0,0.7459852430555557,1176849480479923.2
,0.094,0.78916165,,,,0.72,0.69,0.05,4508.0,0.7459852430555557,196622770393287.7
,0.30711,22.824669,,,,,1.85,,6620.0,0.7459852430555557,6573178326019601.0
,0.23056,14.844387,,,,,1.85,,6620.0,0.7459852430555557,6573178326019601.0
,0.198,23.9109011,,,,1.09,1.13,0.02,6031.0,0.7459852430555557,1689328857536713.2
0.05,,122.1,0.46,0.34,355.1,0.85,,-0.28,5650.0,0.7459852430555557,1058782497621550.0
,0.269,9.07097734,,,,0.9,0.86,-0.03,5443.0,0.7459852430555557,649157740207476.6
,0.12,11.17931605,,,,1.22,1.36,0.02,6296.0,0.7459852430555557,2906274920098143.0
0.65,,118.45,0.46,0.37,338.2,0.9,1.0,0.23,5248.0,0.7459852430555557,758534442582016.0
9.61,,3630.0,4.59,0.572,,0.97,1.62,0.03,,0.7459852430555557,1058782497621550.0
0.085,0.3426,19.3044,,0.31,,0.92,0.98,-0.07,5620.0,2.113765716960444,958070380154944.0
0.00428,,4.8876,0.035509,0.0,,0.25,0.26,-0.05,3345.0,0.7459852430555557,8463133358462.251
0.0134,,17.867,0.08427,0.19,,0.25,0.26,-0.05,3345.0,0.7459852430555557,8463133358462.251
0.0164,,67.27,0.2039,0.32,,0.25,0.26,-0.05,3345.0,0.7459852430555557,8463133358462.251
,0.33,10.135091,0.0653,0.16,,0.43,0.44,,3410.0,0.7459852430555557,26177180580496.0
0.006197,0.109083,13.7813,0.091,0.05,446.0,0.521,0.442,-0.28,3841.0,4.774306276146854,42522791536963.84
0.002013,0.11045,23.0881,0.128,,376.0,0.521,0.442,-0.28,3841.0,1.493986297562346,42522791536963.84
0.000208,0.04757,10.3126,0.075,,,0.521,0.442,-0.28,3841.0,1.932252512595272,42522791536963.84
2.9,,133.6,0.54,0.04,,1.2,9.2,-0.57,4835.8,0.7459852430555557,4.628592831173754e+16
,0.075,0.84990789,,,,0.75,0.7,0.11,4584.0,0.7459852430555557,216358776004976.62
,0.14581,8.005013,,,,1.17,1.132,,6402.0,0.7459852430555557,2152561324416352.5
,0.15128,12.130686,,,,1.17,1.132,,6402.0,0.7459852430555557,2152561324416352.5
,0.467,3.41303622,,,,0.86,0.83,-0.07,5346.0,0.7459852430555557,562693634798747.9
,0.229,33.3855938,,,,1.02,1.02,0.05,5792.0,0.7459852430555557,1170885846329878.0
0.0351,,3.27,0.0444,0.4,1336.0,,,,5940.0,0.7459852430555557,1058782497621550.0
0.1507,,1160.9,2.2263,0.75,182.8,,,,5940.0,0.7459852430555557,1058782497621550.0
,0.178,17.14647302,,,,0.98,0.96,-0.03,5753.0,0.7459852430555557,1009531703573988.2
,0.17953,12.79836,,,,,1.005,,6088.0,0.7459852430555557,1387492673518493.5
,0.15948,27.320871,,,,,1.005,,6088.0,0.7459852430555557,1387492673518493.5
6.9,,3638.0,5.02,0.66,177.2,1.29,1.73,0.18,5940.0,0.7459852430555557,3725958266634384.0
1.36,,4.088,0.052,0.0,1389.4,1.1,,0.26,5730.0,0.7459852430555557,1058782497621550.0
,0.177,3.77059058,,,,1.09,1.14,0.03,6014.0,0.7459852430555557,1700056667101982.8
,0.109,1.19655156,,,,0.84,0.8,0.01,5166.0,0.7459852430555557,455824412962007.1
0.132,,788.0,1.52,0.41,166.3,0.76,,-0.07,5186.0,0.7459852430555557,1058782497621550.0
,0.235,18.5525701,,,,0.84,0.8,-0.09,5261.0,0.7459852430555557,490290164538010.3
7.6,,177.11,0.76,0.066,731.8,1.91,8.7,-0.02,4907.0,0.7459852430555557,4.388364944787906e+16
0.43,1.15,7.8914483,0.082,0.016,976.0,1.15,1.24,0.23,5972.0,0.2827319799457549,1955791554998010.5
1.7,,157.57,0.76,0.085,749.4,2.4,9.3,0.15,4861.0,0.7459852430555557,4.829124269656084e+16
0.023754977,0.213245,9.4903,0.08,0.078,757.0,0.77,0.741,-0.23,5119.0,2.4497289997000062,377030890791293.5
9.0,,10000.0,10.0,0.6,,0.63,,,4105.0,0.7459852430555557,1058782497621550.0
0.675,,154.378,0.53364,0.054,306.6,0.83,0.82,-0.442,5610.0,0.7459852430555557,666007545922883.9
0.652,,885.5,1.71,0.125,171.1,0.83,0.82,-0.442,5610.0,0.7459852430555557,666007545922883.9
0.696,,1862.0,2.807,0.16,133.5,0.83,0.82,-0.442,5610.0,0.7459852430555557,666007545922883.9
0.56,1.7,4.954,0.06431,,1772.0,1.45,2.08,-0.08,6431.0,0.1139833095868105,7400153158238654.0
,0.087,4.52158888,,,,1.0,0.99,0.0,5780.0,0.7459852430555557,1093910378867856.0
0.101,0.38,10.13675,0.0943,,,1.074,1.311,-0.2,6120.0,1.8406473246828985,2411076954269698.5
,0.244,6.8834055,,,,1.19,1.19,0.09,6236.0,0.7459852430555557,2141501331956816.0
,0.068,7.84931739,,,,0.96,0.99,-0.14,5817.0,0.7459852430555557,1122190646154801.0
1.98,,144.3,0.72,0.09,,2.42,11.6,0.03,4945.0,0.7459852430555557,8.04602100829081e+16
,0.218,18.78425728,,,,0.7,0.66,0.06,4350.0,0.7459852430555557,155971374322500.0
,0.262,161.5163345,,,,0.7,0.66,0.06,4350.0,0.7459852430555557,155971374322500.0
1.18,1.57,2.8717518,0.0455,0.0,,1.524,1.908,0.09,6670.0,0.3049179912726268,7205432870155969.0
0.0263,,13.186,0.1116,0.15,851.8,,,,5940.0,0.7459852430555557,1058782497621550.0
0.0318,,46.025,0.257,0.24,560.1,,,,5940.0,0.7459852430555557,1058782497621550.0
,0.189,8.63847725,,,,1.01,1.02,-0.06,5870.0,0.7459852430555557,1235243987097444.0
2.0,,885.0,2.07,0.03,,1.5,5.03,0.1,4845.0,0.7459852430555557,1.3941551124290544e+16
,0.2453,5.65639,,0.12,,1.13,1.52,0.13,5830.0,0.7459852430555557,2669078794744384.0
,0.335,20.5533844,,,,1.18,1.27,0.07,6163.0,0.7459852430555557,2326891391110750.5
,0.158,99.2530951,,,,0.81,0.74,-0.14,5078.0,0.7459852430555557,364111357322948.6
0.333,0.7538,228.776,0.7048,0.00685,,,,,,0.7774560261346497,1058782497621550.0
,0.384,5.64067757,,,,1.03,1.04,-0.03,5904.0,0.7459852430555557,1314171588663941.8
,0.512,24.85462415,,,,1.62,2.02,0.01,7099.0,0.7459852430555557,1.0363141869104304e+16
0.442,1.18,7.845582,0.08,0.029,,1.126,1.529,-0.27,6272.0,0.2690148457242464,3617755142520145.5
3.71,,1276.0,2.39,0.21,,1.126,1.529,-0.27,6272.0,0.7459852430555557,3617755142520145.5
4.193,1.19,2.7759712,0.0413,0.036,1567.0,1.216,1.158,0.12,6140.0,2.488192508837445,1905858280300314.0
0.259,,18.157,0.1344,0.18,,0.98,1.02,0.39,5395.0,0.7459852430555557,881385983229170.2
1.37,,120.8,0.4756,0.1528,,0.98,1.02,0.39,5395.0,0.7459852430555557,881385983229170.2
0.597,0.973,2.61585922,0.03673,,,0.97,1.01,0.43,5332.0,0.6480907311651831,824524017187648.5
,,,,,,0.97,1.01,0.43,5332.0,0.7459852430555557,824524017187648.5
,0.822,6.49168426,,,,1.0,1.01,0.07,5726.0,0.7459852430555557,1096599698917634.4
,0.306,3.484552,,0.27,,0.294,0.295,0.15,3180.0,0.7459852430555557,8899231652964.0
,0.548,4.19042557,,,,1.06,1.08,0.07,5903.0,0.7459852430555557,1416245829099260.8
,0.143,1.21956827,,,,0.78,0.73,-0.02,4848.0,0.7459852430555557,294371773849593.44
,0.201,16.54297375,,,,0.84,0.79,0.0,5148.0,0.7459852430555557,438337206441697.4
0.54,1.077,4.01451,0.047,0.0,940.0,0.82,0.831,0.12,5070.0,0.4322615933045619,456282576163829.6
1.92,,547.9,1.59,0.16,,1.78,5.29,0.27,4861.0,0.7459852430555557,1.5624777023295504e+16
1.68,,924.3,2.25,0.09,,1.78,5.29,0.27,4861.0,0.7459852430555557,1.5624777023295504e+16
,0.174,39.91488,0.2114,,511.0,0.8,0.78,-0.54,5698.0,0.7459852430555557,641326203765421.6
,0.1,7.06317341,,,,0.82,0.79,-0.08,5181.0,0.7459852430555557,449685155878157.9
,0.128,0.66308526,,,,0.8,0.77,-0.07,5053.0,0.7459852430555557,386525938476732.2
,0.086,10.60052251,,,,1.13,1.26,-0.03,6150.0,0.7459852430555557,2271127695322500.0
,0.20504,40.714955,,,,1.035,0.9,,5986.0,0.7459852430555557,1039996478847757.0
,0.15219,10.446347,,,,1.035,0.9,,5986.0,0.7459852430555557,1039996478847757.0
,0.153,14.37508035,,,,1.04,1.04,0.0,5913.0,0.7459852430555557,1322203171646730.5
6.5,,621.6,1.89,0.3,,2.31,13.0,-0.16,4975.0,0.7459852430555557,1.0352829100351565e+17
,0.249,2.10472218,,,,0.94,0.92,0.0,5575.0,0.7459852430555557,817626843930625.0
,0.23967,6.941357,,,,0.96,0.903,,5526.0,0.7459852430555557,760359581449797.2
,0.20869,31.781925,,,,0.96,0.903,,5526.0,0.7459852430555557,760359581449797.2
,0.14854,4.362705,,,,0.96,0.903,,5526.0,0.7459852430555557,760359581449797.2
,0.085,4.34195123,,,,1.07,1.09,0.04,5940.0,0.7459852430555557,1479104218847376.2
,0.168,13.5630972,,,,0.97,0.96,0.01,5701.0,0.7459852430555557,973523927312917.4
,0.09386,6.791636,,,,1.13,1.046,,5774.0,0.7459852430555557,1216103356758621.0
,0.08111,11.837549,,,,1.13,1.046,,5774.0,0.7459852430555557,1216103356758621.0
0.527,1.89,2.6054552,0.03951,0.3,,1.212,1.86,0.1,5835.0,0.0780593989070795,4010415129082083.0
,0.165,25.4338197,,,,1.0,0.99,0.03,5780.0,0.7459852430555557,1093910378867856.0
,0.238,11.55102504,,,,1.05,1.06,0.01,5935.0,0.7459852430555557,1394102235769362.5
,0.65705,33.601528,0.1968,0.01,543.0,0.82,0.79,0.41,5309.0,0.7459852430555557,495798357795569.5
0.376,,57.011,0.2799,0.015,455.0,0.82,0.79,0.41,5309.0,0.7459852430555557,495798357795569.5
,0.14945,6.766589,0.067,,793.0,0.82,0.79,0.41,5309.0,0.7459852430555557,495798357795569.5
,0.139,14.2563227,,,,1.02,1.02,0.03,5831.0,0.7459852430555557,1202742089506635.8
,0.211,22.70816791,,,,1.19,1.28,0.04,6217.0,0.7459852430555557,2447616705963493.0
,0.18682,11.5789,,,,1.204,1.355,,6165.0,0.7459852430555557,2652228357169152.5
,0.18135,16.399235,,,,1.204,1.355,,6165.0,0.7459852430555557,2652228357169152.5
,0.158,19.1187753,,,,1.06,1.08,0.01,5961.0,0.7459852430555557,1472732932136439.2
,0.136,2.66831376,,,,0.9,0.87,-0.09,5502.0,0.7459852430555557,693618789792626.5
,0.18226,5.317429,,,,1.01,1.176,,5983.0,0.7459852430555557,1772109912451865.0
,0.11482,10.105785,,,,1.01,1.176,,5983.0,0.7459852430555557,1772109912451865.0
,0.592,161.5280101,,,,0.96,0.94,-0.05,5694.0,0.7459852430555557,928807168137815.8
,0.20322,5.374943,,,,1.383,1.799,,6171.0,0.7459852430555557,4693366967047218.0
,0.16859,8.586004,,,,1.383,1.799,,6171.0,0.7459852430555557,4693366967047218.0
,0.118,3.88689525,,,,1.383,1.799,,6171.0,0.7459852430555557,4693366967047218.0
0.21,,225.7,0.6873,0.3,,0.85,0.86,0.38,4820.0,0.7459852430555557,399194965458496.0
,0.304,21.02247699,,,,0.84,0.78,-0.03,5148.0,0.7459852430555557,427310297066381.44
,0.433,226.89047,,,,0.84,0.78,-0.03,5148.0,0.7459852430555557,427310297066381.44
,0.559,7.25844721,,,,1.01,1.01,0.09,5754.0,0.7459852430555557,1118206925739873.4
,0.235,62.1387714,,,,0.93,0.89,0.05,5494.0,0.7459852430555557,721663322768367.4
,0.081,8.3839865,,,,0.87,0.83,-0.04,5359.0,0.7459852430555557,568186895327109.6
,0.208,13.47469571,,,,0.89,0.86,-0.05,5431.0,0.7459852430555557,643451938590361.9
,0.152,6.91134416,,,,1.01,1.2,0.15,5695.0,0.7459852430555557,1514737599336900.0
,0.30711,27.082511,,,,1.008,1.359,,5848.0,0.7459852430555557,2160072705634987.2
,0.21962,16.007583,,,,1.008,1.359,,5848.0,0.7459852430555557,2160072705634987.2
,0.09,3.85691855,,,,0.88,0.84,0.01,5345.0,0.7459852430555557,575903092076360.9
,0.104,16.2254649,,,,1.03,1.07,-0.14,6020.0,0.7459852430555557,1503673411363984.0
,0.116,6.40087618,,,,0.93,1.09,0.09,5475.0,0.7459852430555557,1067553109648476.8
,0.229,214.886545,,,,0.88,0.84,0.02,5324.0,0.7459852430555557,566905616029270.4
,0.15492,9.176092,,,,,1.188,,5905.0,0.7459852430555557,1715981056202962.8
