PlanetaryMassJpt,RadiusJpt,PeriodDays,SemiMajorAxisAU,Eccentricity,SurfaceTempK,HostStarMassSlrMass,HostStarRadiusSlrRad,HostStarMetallicity,HostStarTempK,PlanetDensity,HostStarLuminosity
0.054106,0.214156,45.294301,0.241,0.0,584.0,0.91,1.065,-0.15,5643.0,5.5087706136863615,1150110098120439.8
,0.12,112.3053,0.409,,,0.609,0.598,-0.37,4402.0,0.7459852430555557,134277275518966.92
1.79,,890.76,1.92,0.778,197.0,1.02,1.27,0.29,5754.0,0.7459852430555557,1768018773184826.8
,0.184,7.1396941,,,,0.92,0.9,-0.08,5596.0,0.7459852430555557,794320630032591.4
,0.071,0.76212926,,,,0.95,0.93,0.03,5592.0,0.7459852430555557,845735475548753.6
0.23,,6.403,0.065,0.081,1026.4,0.88,1.12,-0.06,5610.0,0.7459852430555557,1242474517557504.2
,0.24058,48.630408,0.282,0.03,,1.269,1.359,,6106.0,0.7459852430555557,2567237886486033.0
,0.24241,29.393195,0.202,0.03,,1.269,1.359,,6106.0,0.7459852430555557,2567237886486033.0
,0.12758,14.435889,0.126,,,1.269,1.359,,6106.0,0.7459852430555557,2567237886486033.0
,0.135,16.22371307,,,,0.94,0.92,0.0,5590.0,0.7459852430555557,826461993055504.0
,0.279,19.5974971,,,,0.95,0.93,0.01,5623.0,0.7459852430555557,864645789855308.5
0.138,0.873,3.583893,0.04667,,1324.0,1.056,1.086,0.21,5679.0,0.2074131825118457,1226724743482811.2
0.97,1.29,18.249,0.159,0.19,,1.6,3.1,0.2,5990.0,0.4518586530233303,1.2371736945456102e+16
,0.26063,3.295709,,,,0.687,0.687,,4731.0,0.7459852430555557,236442349544397.6
,0.25061,9.653471,,,,0.687,0.687,,4731.0,0.7459852430555557,236442349544397.6
,0.19775,5.315946,,,,0.687,0.687,,4731.0,0.7459852430555557,236442349544397.6
,0.107,1.49914695,,,,0.687,0.687,,4731.0,0.7459852430555557,236442349544397.6
,0.237,9.8844,0.0751,,,0.578,0.548,-0.23,,0.7459852430555557,1058782497621550.0
,0.253,3.72215641,,,,0.98,0.96,0.04,5693.0,0.7459852430555557,968070979807028.0
,0.243,8.0880135,,,,0.87,0.83,-0.02,5310.0,0.7459852430555557,547689316034168.94
4.5,,2082.0,4.3,0.66,,2.4,9.12,0.09,4892.0,0.7459852430555557,4.763602013022983e+16
,0.235,31.0033814,,,,0.97,0.97,-0.01,5718.0,0.7459852430555557,1005819549817172.4
,0.115,6.9424334,,,,1.06,1.08,0.08,5892.0,0.7459852430555557,1405718834167189.2
,0.18317,11.476094,,,,1.17,1.461,,6067.0,0.7459852430555557,2891987501089644.0
,0.1613,25.262887,,,,1.17,1.461,,6067.0,0.7459852430555557,2891987501089644.0
0.59,1.22,4.3176782,0.0524,0.038,1058.7,1.01,0.93,-0.02,5700.0,0.3249170635427635,912988526490000.0
0.85,0.9,2.85057,0.039,0.082,,0.97,0.9,0.2,5260.0,1.1659807956104251,620051832705600.0
1.1215,1.363,1.33823187,0.02312,0.0,1710.4,0.93,1.15,-0.03,5500.0,0.442906149659555,1210170156249999.8
,0.32806906,5.91,0.062,,680.0,0.75,0.7,0.34,4590.0,0.7459852430555557,217493770428900.0
,0.30984,8.98,0.081,,595.0,0.75,0.7,0.34,4590.0,0.7459852430555557,217493770428900.0
11.1,,672.1,1.6,0.14,965.5,1.2,49.7,-0.25,5080.0,0.7459852430555557,1.6450065312964864e+18
,0.131,19.9157725,,,,1.11,1.12,0.02,6087.0,0.7459852430555557,1722063859269793.2
11.2,,516.22,1.54,0.08,,1.8,24.08,0.04,4340.0,0.7459852430555557,2.0571780568731747e+17
,0.818,10.52629406,,,,0.9,0.86,0.0,5419.0,0.7459852430555557,637783833435955.6
,0.213,14.03491514,,,,0.85,0.81,-0.07,5268.0,0.7459852430555557,505304426748029.06
,0.189,16.10467749,,,,1.25,1.94,0.05,5944.0,0.7459852430555557,4698061124165647.0
0.761,1.099,3.0300722,0.0393,0.0,,0.88,0.85,0.001,5250.0,0.573312722632972,548877041015624.94
5.3,,745.7,1.9,0.4,,1.69,32.0,-0.26,4361.0,0.7459852430555557,3.70377250466858e+17
,0.272,8.98101683,,,,0.87,0.9,-0.28,5661.0,0.7459852430555557,831874167919995.2
7.4,,116.6926,0.481,0.399,479.1,1.09,1.94,-0.09,5439.0,0.7459852430555557,3293667050006392.0
,0.269,13.0313945,,,,1.15,1.2,0.07,6096.0,0.7459852430555557,1988576603422064.5
0.127,0.728,131.458,0.60347,0.042,,,,,,0.3291619170589102,1058782497621550.0
,0.127,10.41725184,,,,1.01,1.0,0.06,5778.0,0.7459852430555557,1114577187760656.0
,0.10936,9.387427,,,,0.61,0.623,,4504.0,0.7459852430555557,159723795114499.97
,0.06744,7.415563,,,,0.61,0.623,,4504.0,0.7459852430555557,159723795114499.97
,1.162,1.97376093,,,,0.77,0.71,-0.02,4739.0,0.7459852430555557,254251504940608.1
,0.272,85.7350285,,,,1.03,1.03,0.06,5825.0,0.7459852430555557,1221400710245664.0
0.276,1.162,4.3225186,0.0499,0.0,1333.0,0.89,1.136,-0.46,5800.0,0.1759100685727531,1460389282201599.8
,0.22145,8.472382,,,,0.855,0.758,,5360.0,0.7459852430555557,474239331788554.2
,0.24696,60.418955,,,,0.855,0.758,,5360.0,0.7459852430555557,474239331788554.2
,0.158,3.22296927,,,,1.06,1.08,0.04,5928.0,0.7459852430555557,1440390640992053.0
0.0363,,16.546,0.1253,0.13,770.9,,,,5940.0,0.7459852430555557,1058782497621550.0
0.0498,,51.284,0.2665,0.11,528.8,,,,5940.0,0.7459852430555557,1058782497621550.0
0.0519,,274.49,0.8181,0.38,299.2,,,,5940.0,0.7459852430555557,1058782497621550.0
,0.325,469.63111,,,,0.89,0.85,0.06,5347.0,0.7459852430555557,590579799203810.5
1.615,1.615,4.1250707,0.05485,0.0,,1.293,1.554,-0.04,6390.0,0.3834025055353736,4026293792967356.0
0.0727,0.3767,2.64385,0.02872,0.15,650.3,0.452,0.464,-0.32,3684.0,1.360027062449302,39656505987702.52
0.0008807961,0.06014599,1.3658,0.0185,0.0,813.5,0.452,0.464,-0.32,3684.0,4.048138379228026,39656505987702.52
,0.274,6.02930132,,,,0.7,0.67,-0.05,4483.0,0.7459852430555557,181311170189620.0
,0.162,8.67900242,,,,0.99,0.98,-0.02,5771.0,0.7459852430555557,1065262033025710.6
,0.112,0.74092842,,,,0.86,0.82,0.05,5218.0,0.7459852430555557,498475713675895.2
0.3,,,105.0,,,2.3,,,,0.7459852430555557,1058782497621550.0
0.3,,,160.0,,,2.3,,,,0.7459852430555557,1058782497621550.0
,0.262,24.7576421,,,,1.06,1.08,0.01,5957.0,0.7459852430555557,1468783926998134.5
,0.20322,3.340222,,,,0.581,0.554,,4255.0,0.7459852430555557,100604588064800.84
,0.18682,20.060548,,,,0.581,0.554,,4255.0,0.7459852430555557,100604588064800.84
,0.20231,46.183669,,,,0.581,0.554,,4255.0,0.7459852430555557,100604588064800.84
,0.11665,7.824904,,,,0.581,0.554,,4255.0,0.7459852430555557,100604588064800.84
1.5,,1214.0,2.4,0.44,205.3,1.13,,0.34,5927.0,0.7459852430555557,1058782497621550.0
,0.259,5.19104016,,,,1.4,1.57,0.22,6564.0,0.7459852430555557,4575869121737945.0
,0.142,3.53232449,,,,1.03,1.04,0.05,5851.0,0.7459852430555557,1267614128386046.8
,0.282,5.4042722,,,,1.09,1.11,0.05,5980.0,0.7459852430555557,1575617129073936.2
,0.151,1.20846503,,,,1.09,1.11,0.05,5980.0,0.7459852430555557,1575617129073936.2
0.0322,,22.656,0.1484,0.26,581.9,,,,5940.0,0.7459852430555557,1058782497621550.0
0.06472,,53.881,0.2644,0.24,436.2,,,,5940.0,0.7459852430555557,1058782497621550.0
0.145,,,,,,1.06,,,,0.7459852430555557,1058782497621550.0
0.86,,,,,,1.06,,,,0.7459852430555557,1058782497621550.0
,,,,,,0.95,1.45,0.02,5359.0,0.7459852430555557,1734087599688268.5
,0.211,56.35418576,,,,0.75,0.72,-0.13,4871.0,0.7459852430555557,291835090845269.5
,0.246,47.9872764,,,,0.96,0.94,0.02,5653.0,0.7459852430555557,902342990508478.2
,0.17862,10.475464,,,,0.66,0.582,,4465.0,0.7459852430555557,134626892751400.69
,0.17588,22.92881,,,,0.66,0.582,,4465.0,0.7459852430555557,134626892751400.69
,0.22783,77.473633,,,,0.66,0.582,,4465.0,0.7459852430555557,134626892751400.69
,0.273,5.66067294,,,,0.99,1.08,-0.01,5785.0,0.7459852430555557,1306354254851529.0
,0.126,1.07839035,,,,0.84,0.81,-0.04,5226.0,0.7459852430555557,489381625701448.94
17.0,,,,,1700.0,0.9,,,4060.0,0.7459852430555557,1058782497621550.0
,0.244,11.36112327,,,,1.03,1.04,-0.01,5895.0,0.7459852430555557,1306176651616356.2
0.016,,,2.0,,,0.37,,,,0.7459852430555557,1058782497621550.0
,0.459,7.27503724,,,,0.94,0.91,0.07,5520.0,0.7459852430555557,768845533188096.0
,0.224,7.56052806,,,,0.94,0.92,0.06,5547.0,0.7459852430555557,801324309911880.4
,1.055,217.8317626,,,,1.21,1.22,0.14,6251.0,0.7459852430555557,2272572028568461.0
,0.208,177.6693,0.495,,,0.738,0.706,-0.01,4723.0,0.7459852430555557,248016848331545.8
0.38,1.43,4.37809,0.0574,0.0,1540.0,1.32,1.88,0.08,5570.0,0.1299497607385523,3402016998083344.0
,0.31258,49.499875,,,,0.727,0.834,,5036.0,0.7459852430555557,447378374291881.7
,0.16768,6.475434,,,,0.727,0.834,,5036.0,0.7459852430555557,447378374291881.7
,0.24332,16.85837,,,,0.727,0.834,,5036.0,0.7459852430555557,447378374291881.7
,0.13761,7.113702,,,,0.506,0.482,,3568.0,0.7459852430555557,37652468970742.34
,0.09933,3.306539,,,,0.506,0.482,,3568.0,0.7459852430555557,37652468970742.34
,0.14307,15.368459,,,,0.506,0.482,,3568.0,0.7459852430555557,37652468970742.34
0.0066,0.633,45.154,0.2514,0.04,,1.04,0.88,,6018.0,0.026021528627839,1015720172882112.6
0.0126,0.803,85.312,0.384,0.014,,1.04,0.88,,6018.0,0.0243345830422831,1015720172882112.6
0.0239,0.865,130.194,0.509,,,1.04,0.88,,6018.0,0.0369274720885672,1015720172882112.6
,0.17,3.00725242,,,,0.94,0.92,-0.01,5612.0,0.7459852430555557,839549493816381.1
1.4,,868.0,2.14,0.365,342.5,1.72,5.4,0.14,4932.0,0.7459852430555557,1.7253602622738526e+16
3.6,,1270.0,2.72,0.17,,1.66,8.8,0.04,4805.0,0.7459852430555557,4.127992621214441e+16
,0.083,2.27952666,,,,0.82,0.77,0.02,5046.0,0.7459852430555557,384388543324971.6
,0.285,12.2057513,,,,0.88,0.84,-0.01,5355.0,0.7459852430555557,580225047555320.9
,0.237,6.6513802,,,,0.88,0.84,-0.01,5355.0,0.7459852430555557,580225047555320.9
,0.027,13.367308,0.1003,0.08,,0.803,0.77,-0.32,5417.0,0.7459852430555557,510524739852917.9
,0.0662,21.301886,0.1368,0.09,,0.803,0.77,-0.32,5417.0,0.7459852430555557,510524739852917.9
,0.181349,39.792187,0.2076,0.15,,0.803,0.77,-0.32,5417.0,0.7459852430555557,510524739852917.9
,,51.196,0.2508,,,0.803,0.77,-0.32,5417.0,0.7459852430555557,510524739852917.9
0.34,1.09,3.21751883,0.0414,,1300.0,0.91,0.92,-0.21,5725.0,0.2625423832207618,909238085280625.0
,0.23056,9.770469,,,,0.664,0.594,,4648.0,0.7459852430555557,164678676316990.47
,0.17679,5.169796,,,,0.664,0.594,,4648.0,0.7459852430555557,164678676316990.47
,0.2096,20.090227,,,,0.664,0.594,,4648.0,0.7459852430555557,164678676316990.47
1.16,,700.0,1.51,0.18,291.4,0.93,,0.17,5940.0,0.7459852430555557,1058782497621550.0
,0.171,8.3265153,,,,1.11,1.17,0.03,6083.0,0.7459852430555557,1874316763080678.5
,0.206,52.0688601,,,,1.01,1.01,0.03,5806.0,0.7459852430555557,1159179984393471.2
,0.146,207.2482,0.64,,,0.0572,0.55,-0.57,4340.0,0.7459852430555557,107320897776400.02
0.011041,0.134873,2.58664,,,,0.94,0.98,-0.2,5779.0,4.500215973119067,1071181168823621.4
,,,,,,0.94,0.98,-0.2,5779.0,0.7459852430555557,1071181168823621.4
,0.17,106.247547,,,,0.98,0.97,0.02,5712.0,0.7459852430555557,1001604492019689.0
,0.158,82.294751,,,,0.93,0.9,-0.13,5655.0,0.7459852430555557,828353012360006.2
1.11,,137.48,0.539,0.26,,1.1,14.7,0.28,4796.0,0.7459852430555557,1.1432767383054952e+17
,0.238,3.70598955,,,,1.11,1.16,0.02,6068.0,0.7459852430555557,1824308438113960.0
,0.14216,2.019999,,,,0.802,0.795,,5106.0,0.7459852430555557,429593299764448.1
,0.13305,3.763024,,,,0.802,0.795,,5106.0,0.7459852430555557,429593299764448.1
,0.197,7.96431535,,,,0.82,0.78,0.01,5074.0,0.7459852430555557,403265488769464.9
,0.231,12.2854603,,,,0.63,0.61,0.02,4098.0,0.7459852430555557,104941552848410.44
,0.202,5.53608151,,,,0.63,0.61,0.02,4098.0,0.7459852430555557,104941552848410.44
,0.255,20.9568158,,,,0.63,0.61,0.02,4098.0,0.7459852430555557,104941552848410.44
,0.219,37.6327084,,,,0.63,0.61,0.02,4098.0,0.7459852430555557,104941552848410.44
1.91,1.305,1.30618608,0.0226,0.0,,0.88,0.85,0.001,5720.0,0.8594128286825208,773431697209599.9
,0.178,2.03232507,,,,1.06,1.08,0.07,5905.0,0.7459852430555557,1418166162151209.2
0.0695,0.581,10.51057,0.1028,,,1.32,4.22,0.2,4840.0,0.3543695584291693,9772515062785024.0
0.569,0.874,21.40239,0.1652,,,1.32,4.22,0.2,4840.0,0.8522715051706727,9772515062785024.0
3.3,,,2.0,0.4,,1.32,4.22,0.2,4840.0,0.7459852430555557,9772515062785024.0
0.4,,5.118,,0.39,,0.96,0.89,0.03,5725.0,0.7459852430555557,850906766718789.1
,0.574,76.378033,,,,0.55,0.52,0.17,3724.0,0.7459852430555557,52005033025310.31
,0.07,4.16055856,,,,0.93,0.9,0.01,5541.0,0.7459852430555557,763550242676086.5
1.47,,268.94,0.777,0.29,,0.86,,0.1,5008.0,0.7459852430555557,1058782497621550.0
,0.25972,5.4122,,,,1.18,1.16,,5873.0,0.7459852430555557,1600869689349073.5
0.014483,0.14672,7.125939,,,,1.18,1.16,,5873.0,4.585540945220472,1600869689349073.5
,0.0023,3.43632,,,,1.18,1.16,,5873.0,0.7459852430555557,1600869689349073.5
,0.19046,20.053763,,,,1.202,1.137,,6509.0,0.7459852430555557,2320480993364887.0
,0.15401,30.092568,,,,1.202,1.137,,6509.0,0.7459852430555557,2320480993364887.0
,0.12394,6.849692,,,,1.202,1.137,,6509.0,0.7459852430555557,2320480993364887.0
19.1,1.11,21.087212,0.162,0.0,,1.26,1.25,0.1,6350.0,13.96575538284815,2540475009765625.0
,0.69988,20.17202,,,,0.77,1.094,,5274.0,0.7459852430555557,925966224838000.8
,0.17862,7.518496,,,,0.77,1.094,,5274.0,0.7459852430555557,925966224838000.8
4.2,1.97,217.8317626,,,,1.09,2.27,-0.84,6382.0,0.5493518759647176,8548283439041979.0
,0.171,10.51420148,,,,1.09,2.27,-0.84,6382.0,0.7459852430555557,8548283439041979.0
,0.096,85.7565495,,,,0.86,0.82,-0.01,5280.0,0.7459852430555557,522592767442944.0
,0.236,17.13263989,,,,0.84,0.81,-0.1,5281.0,0.7459852430555557,510310738967211.8
,0.12029,5.262155,,,,0.874,0.945,,5600.0,0.7459852430555557,878245079040000.0
,0.1449,12.162701,,,,0.874,0.945,,5600.0,0.7459852430555557,878245079040000.0
,0.251,109.6471842,,,,0.94,0.92,-0.04,5628.0,0.7459852430555557,849164851746131.6
,0.175,29.9633247,,,,0.7,0.67,-0.02,4422.0,0.7459852430555557,171642392064388.28
0.514,1.44,4.0460435,0.05453,,,1.32,1.696,0.16,6410.0,0.1721375600137174,4856057426086390.0
0.0238,,9.3743,0.08,0.396,660.5,0.78,,0.33,4962.0,0.7459852430555557,1058782497621550.0
0.64,,962.0,1.76,0.28,141.6,0.78,,0.33,4962.0,0.7459852430555557,1058782497621550.0
0.54,,2172.0,3.0,0.48,107.3,0.78,,0.33,4962.0,0.7459852430555557,1058782497621550.0
,0.171,2.60754383,,,,0.99,0.98,0.04,5717.0,0.7459852430555557,1025946986679028.0
0.309,1.293,4.2180278,0.05069,,1192.0,0.976,1.041,0.27,5449.0,0.142943004020977,955363600635218.0
,0.211,44.6169557,,,,1.32,1.55,0.04,6449.0,0.7459852430555557,4155592024492431.0
0.729,1.429,2.7164762,0.03908,0.0,,1.08,1.283,-0.36,5870.0,0.2498220926578976,1954365185964287.2
56.6,,1297.0,2.426,0.557,,1.08,1.283,-0.36,5870.0,0.7459852430555557,1954365185964287.2
,0.149,22.12679948,,,,0.85,0.81,0.07,5156.0,0.7459852430555557,463683532580004.0
0.36,,1155.0,2.11,0.05,155.0,0.94,0.9,0.17,5385.0,0.7459852430555557,681126613052006.2
0.43,1.75,4.4379637,0.0556,0.01,1354.2,1.09,1.42,0.08,5953.0,0.0802332361516035,2532329527432256.0
0.95,1.24,5.084298,0.06206,,1490.0,1.24,1.69,0.22,5911.0,0.4982628981907288,3486721394820652.5
2.6,,1523.0,2.54,0.4,152.4,0.943,,0.17,5467.0,0.7459852430555557,1058782497621550.0
,0.259,15.59461874,,,,0.96,0.95,-0.03,5678.0,0.7459852430555557,938055995038920.0
,0.153,5.65179605,,,,1.28,1.44,0.36,6106.0,0.7459852430555557,2882386294199484.5
,0.126,15.0217983,,,,1.06,1.29,0.06,5863.0,0.7459852430555557,1966341736163172.8
,0.097,4.45743164,,,,0.76,0.71,0.05,4679.0,0.7459852430555557,241617773615174.0
,0.14307,9.034199,,,,0.717,0.666,,4632.0,0.7459852430555557,204184448407535.75
,0.08931,28.122397,,,,0.717,0.666,,4632.0,0.7459852430555557,204184448407535.75
,0.1212,45.902733,,,,0.717,0.666,,4632.0,0.7459852430555557,204184448407535.75
,0.07382,4.159807,,,,0.717,0.666,,4632.0,0.7459852430555557,204184448407535.75
,0.205,18.92540274,,,,0.94,0.92,-0.01,5598.0,0.7459852430555557,831203247263634.8
,0.107,1.47532231,,,,0.94,0.92,-0.01,5598.0,0.7459852430555557,831203247263634.8
,0.125,4.15244722,,,,0.94,0.92,-0.01,5598.0,0.7459852430555557,831203247263634.8
,0.39186,57.68802,,,,,1.086,,6248.0,0.7459852430555557,1797313076151014.8
,0.32169,25.563222,,,,,1.086,,6248.0,0.7459852430555557,1797313076151014.8
,0.36543,77.095691,,,,,1.086,,6248.0,0.7459852430555557,1797313076151014.8
,0.12,0.57103852,,,,0.86,0.82,0.01,5268.0,0.7459852430555557,517858095633858.56
,0.30346,40.806231,,,,1.37,1.55,,6158.0,0.7459852430555557,3454793824431034.0
,0.2579,140.101261,,,,1.37,1.55,,6158.0,0.7459852430555557,3454793824431034.0
,0.241,42.913751,,,,1.41,2.06,0.14,6101.0,0.7459852430555557,5879474900576084.0
12.5,1.1,,,,695.0,,,,,9.39143501126972,1058782497621550.0
0.68,1.27,3.0565114,0.0446,0.0,1550.7,1.26,1.59,0.24,5890.0,0.3319691678753436,3042674030672721.0
,0.106,12.5720095,,,,1.14,1.21,-0.02,6188.0,0.7459852430555557,2146702987780288.5
,0.269,39.30941904,,,,0.97,0.89,-0.08,5697.0,0.7459852430555557,834381931926613.4
0.101,,191.99,0.652,0.15,407.7,,,,5940.0,0.7459852430555557,1058782497621550.0
0.246,,2277.0,3.394,0.19,178.5,,,,5940.0,0.7459852430555557,1058782497621550.0
0.867,1.86,3.24406,0.04571,0.035,1675.0,1.211,1.67,0.272,5754.0,0.1347349497797619,3057119199290199.5
,0.111,11.1726994,,,,1.05,1.4,0.09,5748.0,0.7459852430555557,2139553296149391.2
,0.109,2.53573424,,,,1.05,1.4,0.09,5748.0,0.7459852430555557,2139553296149391.2
,0.131,10.8118737,,,,1.31,1.5,0.04,6436.0,0.7459852430555557,3860527583324736.0
1.271,1.271,1.57329,0.02648,0.0,1689.0,0.98,1.03,-0.08,5400.0,0.6190260120920542,902089211040000.0
,0.073,2.46502,,,,1.08,1.23,-0.2,6104.0,0.7459852430555557,2100237084452196.0
1.88,,4218.0,5.15,0.02,,1.022,1.23,0.03,5829.0,0.7459852430555557,1746571801445161.2
,0.213,13.71933369,,,,1.19,1.29,0.03,6224.0,0.7459852430555557,2497225474226789.0
,0.092,6.11786898,,,,1.22,1.35,0.02,6302.0,0.7459852430555557,2874624563918045.0
8.3,,199.505,0.95,0.09,,2.3,11.0,-0.15,4877.0,0.7459852430555557,6.845361574714356e+16
0.115,,4.9437,0.058,0.23,969.8,1.07,0.94,0.25,5482.0,0.7459852430555557,798016428304942.4
,0.22,19.55659418,,,,0.91,1.41,-0.35,5746.0,0.7459852430555557,2167208582644050.5
0.0327,,2780.0,3.2,,,0.56,,,5700.0,0.7459852430555557,1058782497621550.0
0.244,0.792,3.922727,0.0457,0.03,910.6,0.825,0.846,0.11,4800.0,0.4911501506236737,379931826585600.0
0.84,1.05,95.2738,0.407,0.11,376.6,0.99,0.94,-0.01,5625.0,0.7256235827664398,884597717285156.2
7.0,,1475.0,2.86,0.7,214.2,1.42,1.88,0.202,6210.0,0.7459852430555557,5256323660258064.0
,1.01,331.60059,1.01,,,1.2,1.2,-0.12,6080.0,0.7459852430555557,1967781209702400.0
,0.72,210.60697,0.71,,,1.2,1.2,-0.12,6080.0,0.7459852430555557,1967781209702400.0
,0.262455,124.9144,0.48,,,1.2,1.2,-0.12,6080.0,0.7459852430555557,1967781209702400.0
,0.242407,91.93913,0.42,,,1.2,1.2,-0.12,6080.0,0.7459852430555557,1967781209702400.0
,0.261544,59.73667,0.32,,,1.2,1.2,-0.12,6080.0,0.7459852430555557,1967781209702400.0
,0.108445,8.719375,0.089,,,1.2,1.2,-0.12,6080.0,0.7459852430555557,1967781209702400.0
,0.119381,7.008151,0.074,,,1.2,1.2,-0.12,6080.0,0.7459852430555557,1967781209702400.0
,0.156,14.878296,,,,0.88,0.85,-0.12,5471.0,0.7459852430555557,647298663831605.5
,0.26519,4.544439,,,,0.918,1.003,,5752.0,0.7459852430555557,1101228330238794.0
,0.23147,12.762172,,,,0.918,1.003,,5752.0,0.7459852430555557,1101228330238794.0
,0.25425,38.715185,,,,0.918,1.003,,5752.0,0.7459852430555557,1101228330238794.0
0.195,1.37,4.736529,0.06229,0.0,,1.438,2.72,0.18,5370.0,0.0758355620562404,6152263825031425.0
,0.259,27.5073799,,,,1.06,1.11,0.03,5958.0,0.7459852430555557,1552558427892525.8
2.2,,610.0,1.68,0.229,408.1,1.56,6.1,0.14,4874.0,0.7459852430555557,2.0999152592863656e+16
1.9,2.07,3.7650007,0.0815,0.0,,1.47,1.93,-0.07,6720.0,0.2142113925961553,7596118134226944.0
,0.136,15.6049212,,,,1.45,1.75,0.06,6681.0,0.7459852430555557,6101575427650433.0
,0.11,2.3522658,,,,0.74,0.7,-0.06,4692.0,0.7459852430555557,237480576099863.0
0.77,,75.229,0.36,0.73,499.8,1.09,1.63,0.21,5543.0,0.7459852430555557,2508157029880825.0
2.29,,1314.0,2.42,0.12,200.4,1.09,1.63,0.21,5543.0,0.7459852430555557,2508157029880825.0
1.769,1.339,1.5487743,0.02851,0.012,,1.289,1.43,0.14,5940.0,0.7368619004987434,2545762323980303.5
0.005882,0.109356,0.35500744,,,,0.83,0.74,-0.08,5121.0,4.49776925246,376601931258995.25
0.066,0.52,20.88508,0.1542,,,1.12,1.21,0.42,5743.0,0.469390077378243,1592670755888642.8
0.085,0.723,42.36342,0.2471,,,1.12,1.21,0.42,5743.0,0.2249075495688235,1592670755888642.8
,0.17,7.97419807,,,,1.09,1.1,0.02,6014.0,0.7459852430555557,1582847466292243.5
,0.086,1.88897906,,,,1.09,1.1,0.02,6014.0,0.7459852430555557,1582847466292243.5
,0.184,10.29672521,,,,0.63,0.61,-0.52,4687.0,0.7459852430555557,179572357424603.97
,0.189,43.0342272,,,,0.96,0.93,0.04,5610.0,0.7459852430555557,856677463516809.1
,0.146,1.21699766,,,,0.8,0.75,0.07,4877.0,0.7459852430555557,318224453369985.6
,0.19,71.4517775,,,,1.25,1.4,0.04,6335.0,0.7459852430555557,3156767147563224.5
,0.253,13.28535633,,,,1.28,1.45,0.03,6388.0,0.7459852430555557,3501028404853325.0
,0.106,0.97486893,,,,0.92,0.84,-0.04,5468.0,0.7459852430555557,630772274469257.5
,0.07,0.53991524,,,,0.84,0.81,-0.07,5254.0,0.7459852430555557,499954304088191.4
0.0432,0.346,3.3366487,0.031,0.017,,0.51,0.48,0.17,3652.0,1.042930697062045,40983170251810.41
1.25,,349.7,1.02,0.17,249.8,1.15,1.43,0.04,6249.0,0.7459852430555557,3118273281956691.5
5.3,,6005.0,6.8,0.21,,1.15,1.43,0.04,6249.0,0.7459852430555557,3118273281956691.5
,0.219,14.20443009,,,,0.87,0.84,-0.02,5346.0,0.7459852430555557,576334197581646.8
2.51,,418.2,1.19,0.1,307.6,1.28,1.6,0.27,6021.0,0.7459852430555557,3364453064853712.0
0.01,,,0.66,,,0.06,,,3840.0,0.7459852430555557,1058782497621550.0
0.8306,,14.65152,0.11522725,0.0034,,0.96,0.96,0.3,5219.0,0.7459852430555557,683741048313619.4
0.1714,,44.4175,0.241376,0.02,,0.96,0.96,0.3,5219.0,0.7459852430555557,683741048313619.4
3.878,,4825.0,5.503,0.019,,0.96,0.96,0.3,5219.0,0.7459852430555557,683741048313619.4
0.0254,0.1746,0.7365515,0.015690907,0.04,,0.96,0.96,0.3,5219.0,4.772006191848623,683741048313619.4
0.141,,262.0,0.788,0.305,,0.96,0.96,0.3,5219.0,0.7459852430555557,683741048313619.4
,0.162,13.1829642,,,,0.84,0.8,-0.05,5196.0,0.7459852430555557,466505258565796.0
,0.14,4.89337519,,,,1.17,1.3,0.03,6176.0,0.7459852430555557,2458758384650813.0
,0.352,5.26341577,,,,1.03,1.04,0.01,5863.0,0.7459852430555557,1278045322897715.5
2.6,,,5.1,,,0.63,,,,0.7459852430555557,1058782497621550.0
,0.112,1.63865306,,,,0.97,0.96,-0.03,5735.0,0.7459852430555557,996956375547456.0
,0.18226,6.40013,,,,0.842,0.759,,5302.0,0.7459852430555557,455242128652875.6
,0.14945,2.735926,,,,0.842,0.759,,5302.0,0.7459852430555557,455242128652875.6
4.1,,1630.0,3.9,0.13,,3.09,14.1,-0.09,5242.0,0.7459852430555557,1.501157608398117e+17
,0.30802,16.088134,,,,1.198,1.383,,6165.0,0.7459852430555557,2762973273373461.0
,0.21324,10.300682,,,,1.198,1.383,,6165.0,0.7459852430555557,2762973273373461.0
,0.30346,35.676062,,,,1.198,1.383,,6165.0,0.7459852430555557,2762973273373461.0
,0.131,5.86601526,,,,1.03,1.03,0.07,5806.0,0.7459852430555557,1205542638410973.0
,0.178,5.8416366,0.0521,,,0.498,0.48,-0.08,3740.0,0.7459852430555557,45078440546304.0
,0.186,19.850291,0.118,,,0.498,0.48,-0.08,3740.0,0.7459852430555557,45078440546304.0
,0.144,10.864384,0.079,,,0.498,0.48,-0.08,3740.0,0.7459852430555557,45078440546304.0
,0.161,63.33627,0.255,,,0.498,0.48,-0.08,3740.0,0.7459852430555557,45078440546304.0
,0.136,34.14211,0.169,,,0.498,0.48,-0.08,3740.0,0.7459852430555557,45078440546304.0
0.027,0.17,3.6961219,0.04537,,1092.1,0.912,0.944,0.02,5466.0,5.495623855078363,795467605172955.5
0.051,0.27,10.854092,0.093,,759.9,0.912,0.944,0.02,5466.0,2.5910684346898334,795467605172955.5
0.06,0.25,77.61185,0.3453,,388.6,0.912,0.944,0.02,5466.0,3.84,795467605172955.5
